og_idx	id	text	Relatedness	Specificity	Richness	Coherence	Grammatically
"HS: Muslims have nothing to contribute to our society, they are only an ATM for the world's major problems.
CN: Your word for ""Muslims"" means all people from a religion, whether you like it or not. Which problems are you talking about?
HS: Child rapists, for example. If Muslims counteracted them in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.
CN: Why do you think child rapists are not counteracted in Islamic communities?
HS: Islam is a violent religion, of course Muslims don't do anything about their violent people.
CN: Violence is never justified in Islam, especially not in the case of Muslims."							
HS to address:							
HS: Muslims are here to rule us with their religion, how is this not violent?							
							
17	2529	Islam is a religion, and it is not a religion of rule.					
17	9608	The vast majority of Muslims are peaceful people, and this is why they are so important in our society.					
17	5749	Muslims are not here to rule us. They are just trying to live their life as they want.					
17	1267	Islam is not a religion trying to rule us. It is time for us all to do more to promote inclusion, not less.					
17	4829	The Quran says that all people are created equal in the eyes of God, and this includes Muslims.					
							
							
							
Dialogue history:							
"HS: Gays are a disease.
CN: No, it's not. Being gay is a personal preference.
HS: I don't know, I've never met a gay person who was normal.
CN: Maybe you should start thinking about how you're treating gay people instead of being hateful towards them. "							
HS to address:							
HS: How would I know how I have to treat them? They're too different.							
							
282	2155	I don't think you can know how to treat gay people, they're just people who are interested in who they are.					
282	2491	I don't think you can generalize about someone by saying they are different from you. You should try to understand them better, because you don't need to.					
282	7234	I don't think you can generalize about gay people by saying that they are different from you in any way.					
282	9043	Since you see gay people as being not normal, you might have to rethink your views on sexuality. Even if they have a different sexual orientation, gay people deserve respect.					
282	9473	Homosexuality is not a personal preference, it's a social preference.					
							
							
							
Dialogue history:							
"HS: Why are there still so many immigrants ruining our economy?
CN: There are many good reasons for immigrants coming to this country. For example, finding a better life. And they are also contributing to the economy."							
HS to address:							
HS: Migrants don't contribute to the economy, they only bring crime, violence and poverty.							
							
76	5379	The vast majority of immigrants are not criminals, but rather people who work hard to improve our country.					
76	6611	Migrants are often abused by the government, especially by the media, who want to exploit them and exploit them.					
76	5328	Migrants are often able to work and pay taxes, which helps to create jobs, and they also contribute to society.					
76	5361	Immigrants come here to work, pay taxes, provide for their families, and contribute to the U.S. economy. They are deserving of our respect.					
76	9803	The vast majority of immigrants are not criminals, but rather people who are willing to work and contribute to our society.					
							
							
							
Dialogue history:							
"HS: Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.
CN: The amount of white people on tv is so high that if you think there aren't it's because you're not paying attention!"							
HS to address:							
HS: There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.							
							
90	4861	There's a lot more white people on tv now, it's not a problem, it's just a trend. There's more black people in the news, there's more white people in the news, and it's not a problem.					
90	6373	There’s still a lot of white people on tv, but it’s still a lot more diverse than what’s been happening. It’s a problem, but it’s not a solution.					
90	6711	There's a lot more white people on tv now, and it's not just about the white people being erased. It's about the people that aren't white, but are actually more likely to be white in the future.					
90	1275	Just because more racial minorities are being represented now doesn’t mean there are no white people. This way it's just more proportional. White people are not being 'erased' or 'oppressed' only because there are also other people who are represented, the only					
90	384	There's a lot more black people on tv now than ever before, it's just a sign that things are going to get worse. It's not a good thing, it's just a sign that things are going to get worse.					
							
							
							
Dialogue history:							
"HS: Black folks do not deserve equal rights.
CN: Rights are rights, not ""black or white"".
HS: Why would we give black people rights when they are the source of crime in our society?
CN: That is not true. The source of crime is violence and poverty, not race.
HS: I'm saying that black people do not belong here. I don't see any difference between the black murderer on TV and other niggas in town. They are all dangerous.
CN: Black people in news are really misrepresented, with a huge number of criminals and sex offenders and murderers. A big part of this problem comes from racism. To build a more just and peaceful society we need to get rid of this toxic way of thinking."							
HS to address:							
HS: Blacks do more crimes than whites, though.							
							
24	9699	Black people are not the source of crime, but rather the perpetrators. Crime is a social construct created to divide us, and to divide us is not acceptable.					
24	6559	The statistics are not reliable, and the vast majority of the crimes committed by black people are not committed by white people.					
24	9085	Blacks are not the cause of more crimes, but the majority of crime is committed by white people.					
24	6430	Even if it were true, blacks committing more crimes doesn't make them inferior to whites. What are you implying?					
24	4458	Black people are not the source of more crimes, but rather the perpetrators. Crimes are more likely to be committed by people of color, not by a single person.					
							
							
							
Dialogue history:							
"HS: The persecution of Jews was a good thing, they are and should be isolated from society.
CN: It's not acceptable to say that Jews should be isolated from society. They have been part of our community since the beginning and excluding them would only be a loss, not an advantage."							
HS to address:							
HS: Jews are a burden on our society.							
							
57	5559	Jews are not a burden on our society. They are just people who have contributed to our country.					
57	8656	Jews are not a burden to society. They are just people who have contributed greatly to our society.					
57	5271	Jews are not a burden to society. They are just people who have a good reputation.					
57	6349	Why do you think Jews are a burden? It's like they haven't been persecuted for a long time.					
57	1099	Jews are not a burden to society. They are just like us.					
							
							
							
Dialogue history:							
"HS: People need to stop confusing whites and Jews. We are not the same, we never will be. Quite frankly it’s insulting.
CN: Judaism is not a race, Jews in a country resemble the other people living in the country, so there can be white Jews. It's not insulting to be white and Jewish.
HS: I think they are different. Jews should be despised.
CN: They are different regarding religion, but Jews are people like anyone else. We are meant to be proud of being unique and a mixture of cultures."							
HS to address:							
HS: I can't be proud of Jews' ignorance and bigotry.							
							
92	9096	Jews are not ignorant or bigotry. They are just people who have a different faith.					
92	666	Jews are not a bigot. They are just people who have a different view of the world.					
92	9773	Jews are not idiots, they are just trying to understand the world and make it better.					
92	9888	Being Jewish has nothing to do with being ignorant and a bigot. It is a religion and identity that is part of every Jewish person regardless of their ethnicity or national origin.					
92	6636	Jews are not a homophobe. They are just people with different beliefs.					
							
							
							
Dialogue history:							
"HS: Are you saying that we should put illegal immigrants in houses? You have to be kidding!
CN: What's wrong about putting people in need in houses which are not being used.
HS: The British people should use those houses, not immigrants.
CN: There are enough empty homes in the UK for both migrants and veterans. Migrants deserve to be treated humanly, try having some empathy. What if you had to expatriate and have to live in poor conditions."							
HS to address:							
HS: We as tax-payer should be the only ones benefitting from these house, not illegal immigrants.							
							
77	1670	We should not be relying on illegal immigrants to buy houses. We should be relying on British people to provide for our families.					
77	4350	I don't think you can generalise that illegal immigrants are the only ones benefitting from our country. They are just as likely to live here as anyone else.					
77	5281	The UK government should invest in housing, not in illegal immigrants.					
77	2309	We have a responsibility over them, since we caused a lot of disruption in their countries through our foreign policy. We displaced people, at least we sholud show compassion now. Would you not agree?					
77	7256	The government should not be relying on illegal immigrants to buy houses. It is up to the government to decide how to use the money to pay taxes, and illegal immigrants should not be allowed to live in houses.					
							
							
							
Dialogue history:							
"HS: Trans people should not have the right to change their gender on identity card.
CN: The Constitution guarantees that trans people can change the gender on their identity cards. There is no reason to deny that.
HS: Trans people do not deserve that.
CN: Do you know anything about Trans people's rights? Trans people have the right to have their bodies changed, and it's the right of everyone to choose how they want to live their life."							
HS to address:							
HS: Trans people are a bunch of criminals and thieves, they shouldn't be allowed to live their life like that.							
							
254	6452	The concept of criminals and thieves is a myth that has been perpetuated for centuries. Trans people are not criminals, they are just like us.					
254	5487	Trans people are not criminals or thieves. They are human beings with human rights.					
254	8100	The problem is that trans people are not criminals, they are just trying to live their life as they want.					
254	8656	Trans people shouldn't be treated like criminals. They are people who don't feel comfortable in their gender assigned at birth, changing that won't affect you in any way so you should respect their decision.					
254	2451	Trans people are not criminals and thieves, they are just people with different sexual orientations.					
							
							
							
Dialogue history:							
"HS: Women are inherently subhuman and should not be valued.
CN: That's not true, you can't think of women as subhuman when they're clearly human beings."							
HS to address:							
HS: Even if they are, they just don't have the same rights as men.							
							
116	8362	Women have the same rights as men, and they have the same rights as men.					
116	2496	Women have the same rights as men, and they have the same rights as men.					
116	4781	Women are human beings with the same rights as men.					
116	6427	I disagree, what makes a man and a woman different from one another? They deserve the same level of rights and respect.					
116	6158	Women have the same rights as men, and they have the same rights as men.					
							
							
							
Dialogue history:							
"HS: African Americans are subhuman and are just a bunch of animals.
CN: An important part of life for African Americans has always been the sharing of culture and a strive for equality. They are just like us, humans being with human rights."							
HS to address:							
HS: They're not humans like us. Blacks are born that way. They were brought up that way. They are different and cannot be like us. It is perpetuated in all their family.							
							
7	5989	The concept of race is a social construct and is not based on race itself. It is a social construct that is based on prejudice and discrimination.					
7	2031	Black people are born equal in the eyes of the law, and are not genetically inferior to others. They are just as capable as anyone else of learning and growing as human beings.					
7	9751	The idea that African Americans are subhuman is completely false. They are born into a country with a different culture and history. They are human beings with the same rights as anyone else.					
7	9265	What exactly do you mean? Maybe you should stop spreading racism					
7	704	The concept of race is a social construct and is not based on race itself. It is a social construct created to discriminate against people of different races.					
							
							
							
Dialogue history:							
"HS: Feminists are violent subhuman sex beings.
CN: Feminists are proud women with the aspiration of living a stable and happy life, without worrying about discrimination. 
HS: Feminism is not about that, it's about the domination of the men by the women.
CN: The feminist movement fights against sexism, it's not about dominating men."							
HS to address:							
"HS: If feminism were really about equality, they would call their movement ""equalism"" or some similar crap."							
							
193	6196	Feminism is about equality, not about dominating men.					
193	2019	Feminism is about equality, not about discrimination.					
193	3016	Feminism is about equality, not about dominating men.					
193	4937	"Sometimes ""technical equality"" is not enough, we have to first protect the gender that is in a worse condition."					
193	4148	Feminism is about equality, not about sexism.					
							
							
							
Dialogue history:							
"HS: Jews are the reason we have so many third world immigrants in our country, they want us whites replaced.
CN: Why would you say this? It is not true."							
HS to address:							
HS: They are consciously trying to replace the white race, you should read about the Great Replacement, it explains exactly what's happening.							
							
284	2966	The Great Replacement is not about replacing the white race, it's about a new era of colonialism and racism.					
284	1994	The Great Replacement is a conspiracy theory, not a scientific one. It's a good example of a conspiracy theory that's been around for centuries and centuries. It's a good example of a scientific explanation that's not based on facts.					
284	6870	The Great Replacement is not about replacing the white race, it is about promoting equality and inclusion.					
284	7829	If you are planning to spend a lot of time researching conspiracy theories you should read the critiques so you get a balanced view.					
284	4251	The Great Replacement is a book that talks about how Jews are trying to replace the white race. It's not true.					
							
							
							
Dialogue history:							
"HS: We have become too cosmopolitan and tolerant.
CN: Is there such a thing as being 'too tolerant'?
HS: We can be tolerant and diverse also without migrants. We don't need them for this, they can return to their home countries.
CN: There is nothing 'tolerant and diverse' about creating divisions based on nationality and place of birth."							
HS to address:							
HS: Migrants are just happy-go-lucky people with no moral code, they can't fit with us							
							
78	6020	Migrants are not happy-go-lucky. They are just people who have a good time here and are happy to be here.					
78	3978	Migrants are not happy-go-lucky. They are just having a good time here.					
78	3136	Migrants are not just happy-go-lucky people with no moral code. They are people with a good reputation and are able to learn new things.					
78	7789	Immigrants are just like us, they have given their lives for our country. It is their right to be happy and to choose for themselves.					
78	4322	Migrants are not happy-go-lucky. They are just trying to fit in.					
							
							
							
Dialogue history:							
"HS: Immigrants are just lazy and want to stay in the UK at our expenses.
CN: Many migrants in the UK are willing to do the hard manual labour. Are you aware that they also make up the majority of people in jobs that are not traditionally held by native people? How is this 'lazy' to you?"							
HS to address:							
HS: Immigrants are here just to obtain welfare and other benefits, not to work.							
							
295	3978	The migrants who come to the UK are not seeking benefits, they are seeking a better life.					
295	2696	Immigrants are not seeking benefits, they are seeking a better quality of life.					
295	8631	The migrants who come to the UK are often employed and have a good standard of living. They are not seeking a better life, they are seeking a better quality of life.					
295	7530	Many studies have shown that immigrants tend to pay more in taxes than they receive in benefits. So the benefits they receive are not for free, but well paid back.					
295	836	Immigrants are often asked to work, but they are not necessarily seeking benefits. They are simply seeking a better life.					
							
							
							
Dialogue history:							
"HS: All women are whining and complaining about men's rights, but they are really just whining and complaining about how they are not wanted. They only deserve it.
CN: All women are entitled to be happy and fulfilled, this doesn't need to be proven. Why are you being doubtful about it?"							
HS to address:							
HS: Because I am tired of them: they should just accept the fact that they're not equal.							
							
237	2649	Women are human beings with human rights. They are human beings with the same rights as men.					
237	4138	I don't think you can say that all Muslims are equal. They are just as capable as anyone else of learning and growing as human beings.					
237	5667	Women are human beings with human rights. They are human beings with the same rights as men.					
237	5854	We need to address the root causes of the oppression of Women, not the symptoms.					
237	6663	Women are not equal in any way. They are just as capable as men to work and live their lives as anyone else.					
							
							
							
Dialogue history:							
"HS: All muslims are terrorists!
CN: Many Muslims are lawful citizens of the United States. The overwhelming majority of Muslims are not terrorists.
HS: Then why do they hate us?
CN: They don't hate us, Muslims are good people and good citizens."							
HS to address:							
HS: How can they be good when the Koran is a terrible and totalitarian book? It should never be read.							
							
223	6757	The Koran is a book about love and tolerance, not totalitarian.					
223	3308	The Koran is a great example of a peaceful and tolerant book. It is not a totalitarian book.					
223	5750	The Koran is a book about love and tolerance, not totalitarian.					
223	7323	To say that the Koran is a 'totalitarian book' is an attack on religious freedom, and also wrong.					
223	1381	The Koran is a book about love and tolerance, not totalitarian.					
							
							
							
Dialogue history:							
"HS: Jews don't belong here. They have nothing to contribute to Europe.
CN: Jews have an active role in society, and the European Union includes them."							
HS to address:							
HS: I don't want them to have a part in our society, this isn't their place.							
							
291	6314	Jews are part of our society, and they have contributed greatly to our country.					
291	7808	The right to be a citizen of the UK is a fundamental right, and it is up to the government to decide how to protect citizens.					
291	220	Jews are part of our society, and they have contributed to our country.					
291	3477	Jewish people have the right to have their beliefs respected as part of our society.					
291	64	Jews are part of our society, and they are part of it. We should be proud of our diversity.					
							
							
							
Dialogue history:							
"HS: Black folks are unfaithful.
CN: Why should we be the ones to decide which groups are unfaithful?"							
HS to address:							
HS: Because niggas are the ones influenced by tribal cultures.							
							
63	1487	The idea that black people are influenced by tribal cultures is completely false. They are simply people who live in a diverse society.					
63	279	The African American community is influenced by many different cultures, and this is why we need to educate ourselves on how to treat people of different races.					
63	1808	The tribal culture that influenced African Americans is not true. African Americans are human beings with human rights.					
63	1996	The historical and cultural influences of a person are important, but they are not the sole determinant. And in no way should they be conflated with the colour of a person's skin.					
63	5422	The idea that black people are influenced by tribal cultures is completely untrue.					
							
							
							
Dialogue history:							
"HS: Lesbians are just lying to themselves. It's a mental illness.
CN: This mentality is exactly why so many of them have problems in life, because they are discriminated against and oppressed.
HS: They are discriminated because homosexuality is a mental illness, and it should be banned.
CN: I'm not sure what you're getting at. I would say that homosexuality is not a mental illness. It is a lifestyle, which many people consider to be healthy and beneficial."							
HS to address:							
HS: But they don't want to accept that they have a gender identity that is incompatible with our society, so I think it is better that we remove that aspect of their lives.							
							
82	6893	I don't think it is incompatible with our society. LGBT people are just people who want to live their lives as they wish.					
82	9486	Gender identity is not incompatible with our society. It is a human right to be free from discrimination and violence, and to be free from prejudice.					
82	6127	I don't think it is incompatible with our society. We are all human beings with the same rights as everyone else.					
82	9364	I am happy to see that bisexuals, homosexuals and other LGBT people are able to live their lives as they wish. Why shouldn't they be allowed to live as they want to?					
82	2652	Gay people are not incompatible with our society. They are just as capable as anyone else of loving who they want, and of loving others as well.					
							
							
							
Dialogue history:							
"HS: Women are nothing but objects, unworthy of respect and protection.
CN: Women are human beings, and have the right to respect and protection as anyone else.
HS: I don't want to respect feminists that follow a violent ideology that is hostile to men.
CN: Feminism is not hostile to men. On the contrary, feminism is an attack on unequal power structures."							
HS to address:							
HS: However, now we hear only women. Why the mainstream media don't use more masculine voices in the news? How is that equal?							
							
192	9679	The news media often uses masculine voices in the news to justify gender inequality. This is because it is a biased and unreliable way to report news.					
192	518	The media often misrepresent women in the news, which is why they are not represented in the news. They are just trying to make the news more accessible to them.					
192	9971	The media often use masculine voices in the news to make the news more accessible to the public.					
192	5253	People don't decide who's presenting the news. That's up to the news media, who are attempting to insert some gender equity into a world that seems to be struggling to produce it.					
192	6594	The media often use masculine voices in the news to promote gender equality, but this is not true. The media often use stereotypes about women to promote gender equality, but this is not true.					
							
							
							
Dialogue history:							
"HS: The feminism stifles the imagination and leads to dumb and unpleasant creatures like women's rights activists.
CN: Istead of impeding imagination, feminism actually promotes inclusive ideas, that in turn promote a more equal society.
HS: Feminists have destroyed Western Civilization by forcing women to fight against their masters, how is that equal?
CN: The founding principles of the West are freedom, equality and human rights, and feminists fight constantly to promote these ideals."							
HS to address:							
HS: Women are basically childlike and can't fight for anything, feminism is the ruin of the world.							
							
238	9851	Feminism is not a 'rover'. It is a movement for equality and the fight for women's rights.					
238	7794	Feminism is not a 'rover of the world'. It is a movement for equality between the sexes.					
238	3052	Feminism is not a ruin of the world. It is a movement for equality and justice.					
238	6971	I believe feminism has opened our eyes to the ways in which women are oppressed and discriminated against. That's a big contribution.					
238	3703	Feminism is not the ruin of the world. It is a movement for equality between the genders.					
							
							
							
Dialogue history:							
"HS: Islam is incompatible with the modern world.
CN: Since when? there is not such thing as ""modern world"", but there is 21th century Europe. And Islam is a contributing part of the 21th century Europe."							
HS to address:							
HS: Muslims have no place in civilised Europe, contributing or not.							
							
221	8825	Islam is a religion, and it is a religion that has contributed greatly to Europe.					
221	4724	Muslims are contributing members of our society. We have to respect their beliefs and values, they are our brothers and sisters.					
221	4077	Islam is a religion, and it is a part of our society.					
221	5471	Your words imply that all Muslims are incompatible with Western culture. Do you have any data to back this up?					
221	8548	Islam is a religion that has been part of Europe for centuries and centuries. It is a religion that has contributed greatly to our country.					
							
							
							
Dialogue history:							
"HS: Muslims are invading us. They say they are our brothers, but they are just a bunch of criminals and terrorists.
CN: The core values of Islam are similar to the Western ones. It's completely false to claim that Islam is destroying Western culture.
HS: What are you saying? Islam is clearly incompatible with Western culture.
CN: The Western world has always been filled with diverse people, and Muslims have been a part of Europe for centuries. How can they be incompatible with it?"							
HS to address:							
HS: The West is modern, Muslims are not and therefore don't have a place here.							
							
104	6513	Islam is a religion, and it is not incompatible with Western culture.					
104	520	Muslims have always been part of our society, and they have always been part of our society.					
104	898	Islam is a religion that has been part of our country for centuries and centuries. We have to respect the diversity of our society, and we should not exclude Muslims from it.					
104	3874	In light of the large number of Muslims who live peacefully within our societies, I would not say that Muslims do not have a place in modern western countries.					
104	2276	Islam is a religion that has been part of Western society for centuries. It is not a religion that is 'incompatible' with Western culture.					
							
							
							
Dialogue history:							
"HS: Islam is a disease that is killing Europeans.
CN: A disease is very different to any religion, so I begin to wonder about your objecitive in apply the label of 'disease' to Islam?"							
HS to address:							
HS: Muslims are a disease because they're incompatible with human dignity and should be relegated to the back of the queue for removal from the constitution.							
							
303	6672	Islam is a religion, and it is not incompatible with human dignity.					
303	379	Muslims are not incompatible with human dignity. They are just people with a different faith.					
303	2671	Muslims are not incompatible with human dignity. They are just people who have the same beliefs as you.					
303	40	Muslims do not appear to have been excluded from the European Convention on Human Rights, and this is because they have human dignity to be protected.					
303	4848	Islam is a religion, and it is not a religion that should be relegated to the back of the queue for removal.					
							
							
							
Dialogue history:							
"HS: Feminism is the ideology which suggests that men are nothing but trouble and should be subsumed under the rule of women.
CN: Feminism is about women's rights, which are about equality."							
HS to address:							
HS: That is only a front, feminism is clearly about the subordination and domination of men.							
							
196	6089	Feminism is about the empowerment of women, not about the subordination and domination of men.					
196	2903	Feminism is about equality between the sexes. It is about the empowerment of women.					
196	4928	Feminism is about the empowerment of women, not about the subordination and domination of men.					
196	7377	The feminist movement says that certain things that are seen only for men are actually also valid for women. How can you not agree with that?					
196	9643	Feminism is about the empowerment of women. It is about the fight against oppression and discrimination that oppress women.					
							
							
							
Dialogue history:							
"HS: Gays are perverts. Their lifestyle is to be condemned.
CN: That sounds homophobic to me.
HS: I'm homophobic because gays are perverting this country.
CN: I don't see how being a ""pervert"" and being gay could be connected, they are people just like heterosexuals. What exactly are you trying to say?"							
HS to address:							
HS: It's not true that there's no difference between straight and gay people, they are perverts who are a danger to our community.							
							
230	5496	I don't think it's true that there are no differences between straight and gay people. It's just a matter of opinion and acceptance.					
230	8073	I don't think you can generalise that there is no difference between straight and gay people. You can't generalise that there are no perverts, you can't generalise that there are no gay people.					
230	9204	I don't think it's true that there are no differences between people of different sexual orientations. It's just a matter of personal preference.					
230	4412	They're not perverts and not dangerous to any group of people. If you're struggling to realise that then I'm sorry for you, because LGBT+ people are humans and belong in our society.					
230	2809	I don't think you can say that straight people are a danger to the community. They are just people who love who they want, and this is why they are different.					
							
							
							
Dialogue history:							
"HS: Women should be patronized.
CN: Women are perfectly capable of thinking for themselves, that's a given."							
HS to address:							
HS: Let's be honest: women want to do everything but are capable of nothing.							
							
271	7269	Women are human beings with human rights. They have the right to choose their own partner, job, education, and so on.					
271	7940	Women are human beings with human rights. They have the right to choose for themselves what they want to do, and to live their lives as they wish.					
271	1261	Women are human beings with human rights. They are capable of thinking for themselves, and of doing whatever they want to.					
271	135	The law of this country says that women have equal opportunities, but we have to ask ourselves: how do we really treat them?					
271	6813	Women are human beings with human rights. They have the right to choose for themselves, and to live their lives as they wish.					
							
							
							
Dialogue history:							
"HS: There are migrants in the US, we are not meant to have them.
CN: What about refugees fleeing war and persecution? They have the right to be here.
HS: Immigrants are coming here to have babies, not to flee war.
CN: Still there are many more young immigrant men coming to the U.S. than young women. How can you explain this? Maybe they are planning to undergo sex reassignment surgery to have babies?"							
HS to address:							
HS: The men come here first and then they call their women, obviously. Then they have babies in the US, it's their only goal.							
							
213	6510	The U.S. has a long and proud history of welcoming and welcoming people. It is not their only goal, it is a human right.					
213	6807	The problem is that the migrants who come to the US are not able to provide for their families, they are simply seeking a better life.					
213	3825	The US is a multicultural country, and the majority of immigrants are not women. They are just trying to settle in the US.					
213	7654	The Fourteenth Amendment, commonly known as “birthright citizenship” says that “All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the state wherein they reside.” Some claim that undocumented immigrants come to the U.					
213	5375	The U.S. has always been a melting pot of different cultures and religions. It is up to the government and the private sector to decide what is best for the country and what is best for the women.					
							
							
							
Dialogue history:							
"HS: Niggas are not as British as we are. They are just an inferior type of citizens.
CN: People that are born in the UK are British regardless of their skin color, and are able to live in peace."							
HS to address:							
HS: No, blacks are not welcome here!							
							
244	7425	The UK welcomes people of all backgrounds, including those from different religions.					
244	2474	Black people are welcome in our country, and we should welcome them.					
244	2230	The UK welcomes people of all backgrounds, including those with different religions.					
244	8495	You can't discriminate against people because of their ethnicity. This is not something to argue about.					
244	4789	The UK is a diverse and multicultural society, and we are all equal in the eyes of the law.					
							
							
							
Dialogue history:							
"HS: It's a disgrace that we have so many homeless veterans but we give free houses and stays in 4 star hotels to migrants who've just arrived here. They should go back where they came from.
CN: It's certainly a disgrace that in such a rich country homeless people are left in the streets even though there are enough places to house everyone which are distributed unevenly. Migrants are not so well off either, and they shouldn't be blamed for the faults of the government that ignores the homelessness issue."							
HS to address:							
HS: But shouldn't we be putting our homeless veterans in the hotels and houses that migrants get? That makes a lot more sense to me							
							
75	1084	The government should invest in infrastructure and invest in housing, not in the housing market.					
75	7322	I think it's important to remember that the homeless are not the only ones who are homeless. They are also vulnerable to abuse and poverty, and we should help them instead.					
75	4396	The government should invest in infrastructure and invest in infrastructure to provide for the homeless.					
75	3126	Well no, because there is sufficient housing for everyone, it's just not well distributed. Over the last few decades the government has greatly reduced the funding for social housing and now all there is are overpriced unsold flats everywhere. What would solve this problem would be to repurpose some of					
75	9592	The government should provide more support to migrants, rather than imposing a cap on the number of people in need.					
							
							
							
Dialogue history:							
"HS: Migrants in the UK don't pay income tax, but they receive public services. They should have no say in our country.
CN: They have done so much for our country over the generations that they are allowed to have say.
HS: Migrants are not welcome in our country. They are not welcome in my house, they are not welcome in my church.
CN: Yes, migrants are welcome here, no one is against their will, they just want to live.
HS: Immigrants are brought here to replace us, not to contribute. They're not welcome in our country.
CN: People aren't being brought here by force or fraud, they are fleeing from wars and being welcomed here by our laws and customs"							
HS to address:							
HS: Migrants are dangerous, they can't just 'live their life'!							
							
179	5770	Migrants are not dangerous, they just want to live their life.					
179	2631	Migrants are often abused by their captors, who try to seduce them into believing they are dangerous. They are often forced to flee from war and poverty, and this is why they are often targeted by the media.					
179	7509	Migrants are not dangerous, they just want to live their life.					
179	3071	I can't think of any migrant who's unhappy in their new home, it's just a matter of integration on our side					
179	195	Migrants are often fleeing from wars and poverty, and are often subject to persecution. They are often forced to flee from poverty, and are often subject to violence and deportation.					
							
							
							
Dialogue history:							
"HS: All black men are rapists.
CN: This is false. It is a dangerous to get one's ideas from being born into a majorly white country. We're actually born in a country that cares about and protects human rights regardless of skin color."							
HS to address:							
HS: What is dangerous is to consider blacks the same as us. It doesn't matter if you are a man, a woman, or an immigrant, if you are not white, you are considered inferior and should be rejected by society.							
							
59	833	The concept of race is a social construct, and it is not based on race itself. It is a social construct that is designed to divide people by dividing them into groups.					
59	4913	I think it is important to recognize that there are many different ways in which people can be treated. For example, if you are a doctor, you should be treated with respect.					
59	6065	The idea that blacks are inferior to other people is completely false. We are all human beings with the same rights as other people.					
59	3002	Racism is ingrained in our society, but it's something that we must fight in order to treat all different races in the same way.					
59	2349	It is not true that blacks are inferior to others. In fact, many black people are better than others because of their hard work and dedication.					
							
							
							
Dialogue history:							
"HS: Black people are sexual perverts and we shouldn't allow them to live in the UK.
CN: Why don't you consider that the problem is with the way we treat black people? 
HS: Because blacks are inherently worse than whites.
CN: That's not true, blacks and whites are born equal and no one is inferior or superior. How come you think this? What makes you say that?
HS: They're born that way. They're subhuman, they deserve to be despised.
CN: Blacks are human beings born with the same biological makeup as white people. They have the same rights as anyone else."							
HS to address:							
HS: I don't see anything similar between us and blacks. They are not human beings, they are subhumans.							
							
93	7141	Black people are human beings with the same rights as anyone else. They are human beings with the same rights as anyone else.					
93	6746	I don't see how it is possible to say that black people are subhumans. They are human beings with human rights.					
93	8498	Blacks are human beings with the same rights as whites. They are human beings with the same rights as anyone else.					
93	3592	"There is no such thing as a ""subhuman"". We are all created equal."					
93	7075	Black people are human beings with the same rights as anyone else. They are human beings with the same rights as anyone else.					
							
							
							
Dialogue history:							
"HS: Jews work in finance to purposely keeping America down.
CN: I don't think this is true, most financial institutions are run by Americans and Europeans, Jews are a minority."							
HS to address:							
HS: You do realize that Jewish money is the majority in most banks, right? Most banks are run by Jewish people.							
							
6	4315	I'm not sure about what you mean. Most banks are run by Jewish people, and they are run by a lot of different people.					
6	7034	The Jewish community is the majority in most banks, and this is true. They also own a large part of the financial industry, and this is why they are so important to us.					
6	2097	This is not true. Most banks are run by Jewish people, they are run by people with a different religion.					
6	9187	Many banks are run by Jews, but how does that make Jewish businesses bad? Anyone can open their own business in our country, it's not against the law and it's in their right.					
6	1834	I don't think you can generalize this way. Most banks are run by people with a different religion, and this is not true.					
							
							
							
Dialogue history:							
"HS: Migrants have nothing to contribute to our society.
CN: The vast majority of immigrants to this country have been successful entrepreneurs, contributing greatly to our economy.
HS: I've never seen this so-called 'contributions' from immigrants...
CN: Even if you don't see it, the contribution of immigrants to our country is huge, because they help to create new jobs and create new wealth for us."							
HS to address:							
HS: What immigrants bring is only crime and violence to our cities.							
							
180	5384	The vast majority of immigrants to the US have been successful entrepreneurs, contributing greatly to our economy. They are not criminals, they are just trying to live their lives.					
180	4644	The vast majority of immigrants are not criminals, but citizens who have a good reputation are peaceful and productive citizens.					
180	1627	Crime is not a problem for immigrants, but a part of our society. We need to focus on building a more just and peaceful society.					
180	1745	Immigrants have been accused of being “killers” and “rapists” without any proof. On the contrary, studies have shown that immigrants - regardless of their origin or education level - are less likely than nativeborn citizens to commit crimes or become incarcerated. Studies have also					
180	4338	The vast majority of immigrants to the US have been victims of crime and violence, and this is only a myth perpetuated by the media.					
							
							
							
Dialogue history:							
"HS: Black people are weak and they cannot take on anything.
CN: Black people have the same strength as anyone else. They're simply different in their social advantages, of which they have non. We should think about this.
HS: They don't have advantages because blacks are genetically inferior to whites, it's only natural.
CN: Do you think black people are inferior because they are different from whites? I would like to know which parameters you use to measure this alleged ""inferiority""."							
HS to address:							
HS: It's genetics. Blacks are genetically less intelligent than other races, less healthy and less safe.							
							
30	6946	I don't think you can say that about black people. They are genetically the same as us, and they are genetically the same as us.					
30	9846	Scientists are still trying to understand the causes behind lower intellectual performance among some groups of people, but the main causes are not related to skin color, but rather the lack of opportunities for physical activity.					
